seed,round,t,cycle,phase,market_size,firm,proposed_price,executed_price,share,quantity,profit,flagged
0,32,31,1,expansion,50.61558297024311,1,1.61,1.61,0.46876778001308844,23.72695446302915,14.473442222447783,True
0,33,32,1,expansion,52.44717418524232,0,1.62,1.62,0.45071196755234105,23.638569069590915,14.65591282314637,False
0,33,32,1,expansion,52.44717418524232,1,1.62,1.62,0.45071196755234105,23.638569069590915,14.65591282314637,False
0,34,33,1,expansion,55.44967379058161,0,1.63,1.63,0.44082994015404425,24.443876378663376,15.399642118557923,False
0,34,33,1,expansion,55.44967379058161,1,1.62,1.62,0.4588205512989145,25.441449897939638,15.773698936722578,False
0,35,34,1,expansion,59.54915028125263,0,1.64,1.64,0.4390319545316723,26.14397983867863,16.732147096754318,False
0,35,34,1,expansion,59.54915028125263,1,1.63,1.63,0.45694918849130733,27.210935896365296,17.142889614710136,False
0,36,35,1,expansion,64.64466094067262,0,1.64,1.64,0.4390319545316723,28.38107184282076,18.163885979405283,False
0,36,35,1,expansion,64.64466094067262,1,1.63,1.63,0.45694918849130733,29.539325357136068,18.60977497499572,False
0,37,36,1,expansion,70.61073738537632,0,1.65,1.65,0.43717610259366046,30.869326971403297,20.065062531412142,False
0,37,36,1,expansion,70.61073738537632,1,1.64,1.64,0.45501759779891865,32.129128103904236,20.562641986498708,False
0,38,37,1,expansion,77.30047501302265,0,1.65,1.65,0.43717610259366046,33.79392039483188,21.96604825664072,False
0,38,37,1,expansion,77.30047501302265,1,1.64,1.64,0.45501759779891865,35.17307644914091,22.510768927450176,False
0,39,38,1,expansion,84.54915028125262,0,1.66,1.66,0.43526110236325455,36.800956355294495,24.288631194494364,False
0,39,38,1,expansion,84.54915028125262,1,1.65,1.65,0.4530244449265314,38.302831875174356,24.896840718863327,False
0,40,39,1,expansion,92.17827674798843,0,1.66,1.66,0.43526110236325455,40.121618351274606,26.480268111841237,False
0,40,39,1,expansion,92.17827674798843,1,1.65,1.65,0.4530244449265314,41.759012658041655,27.14335822772707,False
0,41,40,2,expansion,100.0,0,1.67,1.67,0.43328568649427907,43.32856864942791,29.030140995116696,False
0,41,40,2,expansion,100.0,1,1.66,1.66,0.450968410806591,45.096841080659104,29.763915113235,False
0,42,41,2,expansion,107.82172325201154,0,1.67,1.67,0.43328568649427907,46.71760937824399,31.300798283423468,False
0,42,41,2,expansion,107.82172325201154,1,1.66,1.66,0.450968410806591,48.6241911853877,32.09196618235588,False
0,43,42,2,expansion,115.45084971874738,0,1.68,1.68,0.43124860612217647,49.788018016830684,33.85585225144486,False
0,43,42,2,expansion,115.45084971874738,1,1.67,1.67,0.44884819560741074,51.819905577602114,34.71933673699342,False
0,44,43,2,expansion,122.69952498697734,0,1.68,1.68,0.43124860612217647,52.91399912248715,35.98151940329125,False
0,44,43,2,expansion,122.69952498697734,1,1.67,1.67,0.44884819560741074,55.073460392291196,36.899218462835094,False
0,45,44,2,expansion,129.38926261462368,0,1.69,1.69,0.42914863493260536,55.52722542600214,38.31378554394147,False
0,45,44,2,expansion,129.38926261462368,1,1.68,1.68,0.4466625229678116,57.793334484392545,39.29946744938693,False
0,46,45,2,expansion,135.35533905932738,0,1.69,1.69,0.42914863493260536,58.087558988150306,40.08041570182371,False
0,46,45,2,expansion,135.35533905932738,1,1.68,1.68,0.4466625229678116,60.45815724140274,41.111546924153856,False
0,47,46,2,expansion,140.45084971874738,0,1.7,1.7,0.42698457344588314,59.970346157271194,41.97924231008984,False
0,47,46,2,expansion,140.45084971874738,1,1.69,1.69,0.4444101444564163,62.41778241253495,43.06826986464911,False
0,48,47,2,expansion,144.5503262094184,0,1.7,1.7,0.42698457344588314,61.72075937799178,43.20453156459424,False
0,48,47,2,expansion,144.5503262094184,1,1.69,1.69,0.4444101444564163,64.23963135194973,44.32534563284531,False
0,49,48,2,expansion,147.55282581475768,0,1.71,1.71,0.4247552535139502,62.673837935647136,44.49842493430947,False
0,49,48,2,expansion,147.55282581475768,1,1.7,1.7,0.4420898442521387,65.23160578340918,45.662124048386424,False
0,50,49,2,expansion,149.3844170297569,0,1.71,1.71,0.4247552535139502,63.45181592650805,45.050789307820715,False
0,50,49,2,expansion,149.3844170297569,1,1.7,1.7,0.4420898442521387,66.04133365838176,46.22893356086723,False
0,51,50,2,turning,150.0,0,1.72,1.72,0.42245954302476646,63.368931453714964,45.62563064667477,False
0,51,50,2,turning,150.0,1,1.71,1.71,0.4397004440405697,65.95506660608545,46.82809729032067,False
0,52,51,2,contraction,149.3844170297569,0,1.72,1.72,0.42245954302476646,63.108872553412226,45.4383882384568,False
0,52,51,2,contraction,149.3844170297569,1,1.71,1.71,0.4397004440405697,65.68439450072574,46.635920095515274,False
0,53,52,2,contraction,147.55282581475768,0,1.73,1.73,0.420096350807145,61.98640367606202,45.25007468352527,False
0,53,52,2,contraction,147.55282581475768,1,1.72,1.72,0.43724080811898175,64.51611679948401,46.45160409562849,False
0,54,53,2,contraction,144.5503262094184,0,1.73,1.73,0.420096350807145,60.72506454855908,44.329297120448125,False
0,54,53,2,contraction,144.5503262094184,1,1.72,1.72,0.43724080811898175,63.20330144566853,45.50637704088134,False
0,55,54,2,contraction,140.45084971874738,0,1.72,1.72,0.42245954302476646,59.334801789622155,42.72105728852795,False
0,55,54,2,contraction,140.45084971874738,1,1.71,1.71,0.4397004440405697,61.75630098720854,43.84697370091806,False
0,56,55,2,contraction,135.35533905932738,0,1.71,1.71,0.4247552535139502,57.49289135661129,40.81995286319401,False
0,56,55,2,contraction,135.35533905932738,1,1.7,1.7,0.4420898442521387,59.83922076343347,41.887454534403425,False
0,57,56,2,contraction,129.38926261462368,0,1.71,1.71,0.4247552535139502,54.95876904385756,39.02072602113887,False
0,57,56,2,contraction,129.38926261462368,1,1.7,1.7,0.4420898442521387,57.201678957198055,40.041175270038636,False
0,58,57,2,contraction,122.69952498697734,0,1.7,1.7,0.42698457344588314,52.390804338577006,36.6735630370039,False
0,58,57,2,contraction,122.69952498697734,1,1.69,1.69,0.4444101444564163,54.528913624196264,37.624950400695425,False
0,59,58,2,contraction,115.45084971874738,0,1.7,1.7,0.41937842354255594,48.41759535169681,33.89231674618777,False
0,59,58,2,contraction,115.45084971874738,1,1.68,1.68,0.4543072226855623,52.45015489241234,35.66610532684039,False
0,60,59,2,contraction,107.82172325201157,0,1.69,1.69,0.42146588364903487,45.44317786697075,31.355792728209813,False
0,60,59,2,contraction,107.82172325201157,1,1.67,1.67,0.4565685412231983,49.22800689734232,32.982764621219346,False
0,61,60,2,contraction,100.0,0,1.68,1.68,0.43124860612217647,43.12486061221765,29.324905216308004,False
0,61,60,2,contraction,100.0,1,1.67,1.67,0.44884819560741074,44.884819560741086,30.072829105696528,False
0,62,61,2,contraction,92.17827674798846,0,1.67,1.67,0.43328568649427907,39.93952792061182,26.75948370680992,False
0,62,61,2,contraction,92.17827674798846,1,1.66,1.66,0.450968410806591,41.5694909759305,27.435864044114123,False
0,63,62,2,contraction,84.54915028125265,0,1.67,1.67,0.42545544703644894,35.971896529462256,24.101170674739706,False
0,63,62,2,contraction,84.54915028125265,1,1.65,1.65,0.46089038364645346,38.96789031010818,25.329128701570315,False
0,64,63,2,contraction,77.30047501302266,0,1.66,1.66,0.4273599526141396,33.03512733861585,21.803184043486457,False
0,64,63,2,contraction,77.30047501302266,1,1.64,1.64,0.4629535099090805,35.78652622491802,22.903376783947532,False
0,65,64,2,contraction,70.61073738537635,0,1.65,1.65,0.4292059117234949,30.30654591695873,19.69925484602317,False
0,65,64,2,contraction,70.61073738537635,1,1.63,1.63,0.464953213539702,32.83068925773871,20.683334232375387,False
0,66,65,2,contraction,64.64466094067262,0,1.64,1.64,0.4309945737094004,27.86149808471393,17.831358774216913,True
0,66,65,2,contraction,64.64466094067262,1,1.62,1.62,0.4668908479374748,30.1820005612212,18.71284034795715,True
0,67,66,2,contraction,59.54915028125263,0,1.63,1.63,0.4327272003894568,25.76853708677748,16.234178364669813,True
0,67,66,2,contraction,59.54915028125263,1,1.61,1.61,0.46876778001308844,27.914722979008577,17.027981017195234,True
0,68,67,2,contraction,55.44967379058161,0,1.62,1.62,0.4344050626043649,24.087619014389226,14.934323788921324,True
0,68,67,2,contraction,55.44967379058161,1,1.6,1.6,0.47058538645183934,26.09380616936928,15.656283701621568,True
0,69,68,2,contraction,52.44717418524232,0,1.62,1.62,0.4344050626043649,22.783317985362228,14.125657150924585,False
0,69,68,2,contraction,52.44717418524232,1,1.6,1.6,0.47058538645183934,24.68087373226919,14.808524239361516,False
0,70,69,2,contraction,50.61558297024311,0,1.62,1.62,0.4344050626043649,21.98766548894489,13.632352603145835,False
0,70,69,2,contraction,50.61558297024311,1,1.6,1.6,0.47058538645183934,23.818953672536995,14.291372203522199,False
0,71,70,2,turning,50.0,0,1.62,1.62,0.4344050626043649,21.720253130218254,13.46655694073532,False
0,71,70,2,turning,50.0,1,1.6,1.6,0.47058538645183934,23.52926932259197,14.117561593555184,False
0,72,71,2,expansion,50.61558297024311,0,1.63,1.63,0.4327272003894568,21.902739514793566,13.798725894319945,False
0,72,71,2,expansion,50.61558297024311,1,1.61,1.61,0.46876778001308844,23.72695446302915,14.473442222447783,False
0,73,72,2,expansion,52.44717418524232,0,1.62,1.62,0.45071196755234105,23.638569069590915,14.65591282314637,False
0,73,72,2,expansion,52.44717418524232,1,1.62,1.62,0.45071196755234105,23.638569069590915,14.65591282314637,False
0,74,73,2,expansion,55.44967379058161,0,1.63,1.63,0.44082994015404425,24.443876378663376,15.399642118557923,False
0,74,73,2,expansion,55.44967379058161,1,1.62,1.62,0.4588205512989145,25.441449897939638,15.773698936722578,False
0,75,74,2,expansion,59.54915028125263,0,1.64,1.64,0.4390319545316723,26.14397983867863,16.732147096754318,False
0,75,74,2,expansion,59.54915028125263,1,1.63,1.63,0.45694918849130733,27.210935896365296,17.142889614710136,False
0,76,75,2,expansion,64.64466094067262,0,1.64,1.64,0.4390319545316723,28.38107184282076,18.163885979405283,False
0,76,75,2,expansion,64.64466094067262,1,1.63,1.63,0.45694918849130733,29.539325357136068,18.60977497499572,False
0,77,76,2,expansion,70.61073738537632,0,1.65,1.65,0.43717610259366046,30.869326971403297,20.065062531412142,False
0,77,76,2,expansion,70.61073738537632,1,1.64,1.64,0.45501759779891865,32.129128103904236,20.562641986498708,False
0,78,77,2,expansion,77.30047501302265,0,1.65,1.65,0.43717610259366046,33.79392039483188,21.96604825664072,False
0,78,77,2,expansion,77.30047501302265,1,1.64,1.64,0.45501759779891865,35.17307644914091,22.510768927450176,False
0,79,78,2,expansion,84.54915028125262,0,1.66,1.66,0.43526110236325455,36.800956355294495,24.288631194494364,False
0,79,78,2,expansion,84.54915028125262,1,1.65,1.65,0.4530244449265314,38.302831875174356,24.896840718863327,False
0,80,79,2,expansion,92.17827674798843,0,1.66,1.66,0.43526110236325455,40.121618351274606,26.480268111841237,False
0,80,79,2,expansion,92.17827674798843,1,1.65,1.65,0.4530244449265314,41.759012658041655,27.14335822772707,False
1,1,0,1,expansion,100.0,0,1.85,1.85,0.360982890737315,36.09828907373151,30.683545712671783,False
1,1,0,1,expansion,100.0,1,1.8,1.8,0.4409054983951879,44.090549839518786,35.272439871615035,False
1,2,1,1,expansion,107.82172325201154,0,1.9,1.9,0.3516383460115354,37.91425242845085,34.122827185605765,False
1,2,1,1,expansion,107.82172325201154,1,1.86,1.86,0.4126514217021161,44.492787390314675,38.26379715567063,False
1,3,2,1,expansion,115.45084971874738,0,1.95,1.95,0.33419761023171823,38.58339807522661,36.65422817146528,False
1,3,2,1,expansion,115.45084971874738,1,1.91,1.91,0.39218452866640524,45.27803708108292,41.20301374378545,False
1,4,3,1,expansion,122.69952498697734,0,2.0,2.0,0.31510842113090737,38.66365359215874,38.66365359215874,False
1,4,3,1,expansion,122.69952498697734,1,1.96,1.96,0.3697831577381853,45.37221780265985,43.55732909055345,False
1,5,4,1,expansion,129.38926261462368,0,2.05,2.05,0.2945583037556663,38.112681719959994,40.01831580595799,False
1,5,4,1,expansion,129.38926261462368,1,2.01,2.01,0.34566737159818217,44.7256463210239,45.17290278423413,False
1,6,5,1,expansion,135.35533905932738,0,2.1,2.1,0.254767066824569,34.484082711189856,37.93249098230884,False
1,6,5,1,expansion,135.35533905932738,1,2.01,2.01,0.365165130740915,49.42705008408016,49.921320584920956,False
1,7,6,1,expansion,140.45084971874738,0,2.04,2.04,0.3190504741244829,44.81091019395284,46.60334660171096,False
1,7,6,1,expansion,140.45084971874738,1,2.05,2.05,0.30654032609534504,43.05384927315312,45.20654173681077,False
1,8,7,1,expansion,144.5503262094184,0,2.04,2.04,0.3070500592398952,44.38418622574809,46.15955367477802,False
1,8,7,1,expansion,144.5503262094184,1,2.02,2.02,0.3326233583034084,48.08081494762994,49.04243124658254,False
1,9,8,1,expansion,147.55282581475768,0,2.04,2.04,0.30293779477167965,44.69932766465246,46.48730077123856,False
1,9,8,1,expansion,147.55282581475768,1,2.01,2.01,0.3415614098294682,50.39835120961058,50.90233472170667,False
1,10,9,1,expansion,149.3844170297569,0,2.04,2.04,0.30293779477167965,45.2541858682475,47.0643533029774,False
1,10,9,1,expansion,149.3844170297569,1,2.01,2.01,0.3415614098294682,51.02395208723698,51.53419160810934,False
1,11,10,1,turning,150.0,0,2.0,2.0,0.33774775969421883,50.66216395413282,50.66216395413282,True
1,11,10,1,turning,150.0,1,2.01,2.01,0.3245044806115624,48.67567209173436,49.1624288126517,True
1,12,11,1,contraction,149.3844170297569,0,2.0,2.0,0.3333333333333333,49.794805676585625,49.794805676585625,True
1,12,11,1,contraction,149.3844170297569,1,2.0,2.0,0.3333333333333333,49.794805676585625,49.794805676585625,True
1,13,12,1,contraction,147.55282581475768,0,2.0,2.0,0.3333333333333333,49.18427527158589,49.18427527158589,True
1,13,12,1,contraction,147.55282581475768,1,2.0,2.0,0.3333333333333333,49.18427527158589,49.18427527158589,True
1,14,13,1,contraction,144.5503262094184,0,2.0,2.0,0.3333333333333333,48.18344206980613,48.18344206980613,True
1,14,13,1,contraction,144.5503262094184,1,2.0,2.0,0.3333333333333333,48.18344206980613,48.18344206980613,True
1,15,14,1,contraction,140.45084971874738,0,2.0,2.0,0.3333333333333333,46.81694990624912,46.81694990624912,True
1,15,14,1,contraction,140.45084971874738,1,2.0,2.0,0.3333333333333333,46.81694990624912,46.81694990624912,True
1,16,15,1,contraction,135.35533905932738,0,2.0,2.0,0.3333333333333333,45.11844635310912,45.11844635310912,True
1,16,15,1,contraction,135.35533905932738,1,2.0,2.0,0.3333333333333333,45.11844635310912,45.11844635310912,True
1,17,16,1,contraction,129.38926261462368,0,2.0,2.0,0.3333333333333333,43.12975420487456,43.12975420487456,True
1,17,16,1,contraction,129.38926261462368,1,2.0,2.0,0.3333333333333333,43.12975420487456,43.12975420487456,True
1,18,17,1,contraction,122.69952498697734,0,2.0,2.0,0.3333333333333333,40.89984166232578,40.89984166232578,True
1,18,17,1,contraction,122.69952498697734,1,2.0,2.0,0.3333333333333333,40.89984166232578,40.89984166232578,True
1,19,18,1,contraction,115.45084971874738,0,2.0,2.0,0.3104237734530056,35.83868841804943,35.83868841804943,True
1,19,18,1,contraction,115.45084971874738,1,1.95,1.95,0.3791524530939888,43.77347288264852,41.58479923851609,True
1,20,19,1,contraction,107.82172325201157,0,1.95,1.95,0.3289329222889067,35.46611451550992,33.69280878973443,True
1,20,19,1,contraction,107.82172325201157,1,1.9,1.9,0.4017595785333555,43.31841009046826,38.986569081421436,True
1,21,20,1,contraction,100.0,0,1.9,1.9,0.4017595785333555,40.17595785333555,36.158362068001985,True
1,21,20,1,contraction,100.0,1,1.95,1.95,0.3289329222889067,32.89329222889067,31.248627617446136,True
1,22,21,1,contraction,92.17827674798846,0,1.95,1.95,0.3289329222889067,30.320469942271423,28.80444644515785,True
1,22,21,1,contraction,92.17827674798846,1,1.9,1.9,0.4017595785333555,37.033505616202845,33.330155054582555,True
1,23,22,1,contraction,84.54915028125265,0,1.9,1.9,0.3855887898087209,32.60120453630388,29.341084082673493,True
1,23,22,1,contraction,84.54915028125265,1,1.92,1.92,0.3559433148558709,30.094704819356263,27.68712843380776,True
1,24,23,1,contraction,77.30047501302266,0,1.91,1.91,0.35396060245470107,27.361322705644064,24.8988036621361,True
1,24,23,1,contraction,77.30047501302266,1,1.88,1.88,0.3990894648508145,30.84980520566097,27.14782858098165,True
1,25,24,1,contraction,70.61073738537635,0,1.87,1.87,0.4029916512908705,28.455537657798818,24.756317762284972,True
1,25,24,1,contraction,70.61073738537635,1,1.9,1.9,0.3574215313562676,25.23779788647647,22.71401809782882,True
1,26,25,1,contraction,64.64466094067262,0,1.9,1.9,0.3516383460115354,22.73154165165463,20.458387486489162,True
1,26,25,1,contraction,64.64466094067262,1,1.86,1.86,0.4126514217021161,26.675711242619816,22.941111668653043,True
1,27,26,1,contraction,59.54915028125263,0,1.86,1.86,0.40090999991280407,23.873849834064547,20.531510857295512,True
1,27,26,1,contraction,59.54915028125263,1,1.88,1.88,0.3700865743493745,22.038341033004876,19.393740109044288,True
1,28,27,1,contraction,55.44967379058161,0,1.87,1.87,0.36737458039962434,20.370800642110964,17.722596558636543,True
1,28,27,1,contraction,55.44967379058161,1,1.84,1.84,0.41421368275087067,22.968013588131242,19.293131414030245,True
1,29,28,1,contraction,52.44717418524232,0,1.84,1.84,0.40809517663644657,21.403438813208947,17.97888860309552,True
1,29,28,1,contraction,52.44717418524232,1,1.86,1.86,0.3767193284346453,19.757864237359353,16.991763244129046,True
1,30,29,1,contraction,50.61558297024311,0,1.85,1.85,0.37364900369513493,18.912462148279772,16.075592826037806,True
1,30,29,1,contraction,50.61558297024311,1,1.82,1.82,0.42128807526203516,21.323741527799562,17.48546805279564,True
1,31,30,1,turning,50.0,0,1.81,1.81,0.4247029554972985,21.23514777486492,17.200469697640585,True
1,31,30,1,turning,50.0,1,1.84,1.84,0.3766777307647315,18.83388653823657,15.82046469211872,True
1,32,31,1,expansion,50.61558297024311,0,1.83,1.83,0.379634313186083,19.21541207742144,15.948792024259799,True
1,32,31,1,expansion,50.61558297024311,1,1.8,1.8,0.42803649286880735,21.66531661909299,17.332253295274395,True
1,33,32,1,expansion,52.44717418524232,0,1.79,1.79,0.4246596693871844,22.272199649797074,17.595037723339686,True
1,33,32,1,expansion,52.44717418524232,1,1.81,1.81,0.3920102824624543,20.559831566714383,16.65346356903865,True
1,34,33,1,expansion,55.44967379058161,0,1.8,1.8,0.40158388889405594,22.267695638728572,17.81415651098286,True
1,34,33,1,expansion,55.44967379058161,1,1.79,1.79,0.4179728383030124,23.176457537225552,18.30940145440819,True
1,35,34,1,expansion,59.54915028125263,0,1.78,1.78,0.4141159005070275,24.660249993149243,19.23499499465641,True
1,35,34,1,expansion,59.54915028125263,1,1.78,1.78,0.4141159005070275,24.660249993149243,19.23499499465641,True
1,36,35,1,expansion,64.64466094067262,0,1.77,1.77,0.41692393634191877,26.95190650287391,20.752968007212914,True
1,36,35,1,expansion,64.64466094067262,1,1.77,1.77,0.41692393634191877,26.95190650287391,20.752968007212914,True
1,37,36,1,expansion,70.61073738537632,0,1.76,1.76,0.4196579736695913,29.632358970462686,22.52059281755164,True
1,37,36,1,expansion,70.61073738537632,1,1.76,1.76,0.4196579736695913,29.632358970462686,22.52059281755164,True
1,38,37,1,expansion,77.30047501302265,0,1.75,1.75,0.4223187982515182,32.645443711771236,24.484082783828423,True
1,38,37,1,expansion,77.30047501302265,1,1.75,1.75,0.4223187982515182,32.645443711771236,24.484082783828423,True
1,39,38,1,expansion,84.54915028125262,0,1.74,1.74,0.42490726830894404,35.92554848384944,26.584905878048584,True
1,39,38,1,expansion,84.54915028125262,1,1.74,1.74,0.42490726830894404,35.92554848384944,26.584905878048584,True
1,40,39,1,expansion,92.17827674798843,0,1.73,1.73,0.4274243086203276,39.399236208822174,28.761442432440187,True
1,40,39,1,expansion,92.17827674798843,1,1.73,1.73,0.4274243086203276,39.399236208822174,28.761442432440187,True
1,41,40,2,expansion,100.0,0,1.72,1.72,0.42987090474301454,42.98709047430145,30.950705141497046,True
1,41,40,2,expansion,100.0,1,1.72,1.72,0.42987090474301454,42.98709047430145,30.950705141497046,True
1,42,41,2,expansion,107.82172325201154,0,1.71,1.71,0.43224809737938247,46.605734731848315,33.090071659612306,True
1,42,41,2,expansion,107.82172325201154,1,1.71,1.71,0.43224809737938247,46.605734731848315,33.090071659612306,True
1,43,42,2,expansion,115.45084971874738,0,1.7,1.7,0.434556976905065,50.16997223489983,35.118980564429876,True
1,43,42,2,expansion,115.45084971874738,1,1.7,1.7,0.434556976905065,50.16997223489983,35.118980564429876,True
